"quartile.25.","quartile.50.","quartile.75.","quartile.100.","mean","sd","bases","data","log.1.quartile.25.","log.1.quartile.50.","log.1.quartile.75.","log.1.quartile.100.","log.1.mean","log.1.sd","log.1.bases","log.1.data","log.quartile.75.","log.quartile.100.","log.mean","log.sd","log.bases","log.data","log.log.quartile.100.","log.log.mean","log.log.sd","log.log.bases","log.log.data"
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr12:145739-7189876",1,3,5,1170,7.643056204,28.77907421,7044137,533508,0.693147181,1.386294361,1.791759469,7.065613364,2.156756248,3.393805939,15.76770634,13.18723122,1.609437912,7.064759028,2.03379755,3.359648533,15.7677062,13.18722934,1.955118908,0.70990476,1.211836365,2.757963937,2.579248887
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr12:66500000-109373470",1,2,4,1108,3.977989745,16.69030598,42873470,1968668,0.693147181,1.098612289,1.609437912,7.011213987,1.605026144,2.873016805,17.5737638,14.49286824,1.386294361,7.010311867,1.380776603,2.814828071,17.57376378,14.49286773,1.947382189,0.322646096,1.034901184,2.866407095,2.673656648
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr14:19050000-107289540",1,2,4,1349,4.742775438,20.61584009,88239540,4637688,0.693147181,1.098612289,1.609437912,7.207859871,1.747942619,3.073426383,18.29556573,15.34972674,1.386294361,7.207118856,1.5566225,3.026059717,18.29556572,15.34972652,1.975069268,0.44251841,1.10726135,2.90665872,2.731097658
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr16:46510000-88389383",1,2,5,1137,5.791272188,22.97375405,41879383,2605974,0.693147181,1.098612289,1.791759469,7.037027615,1.915638286,3.176959651,17.55030424,14.77331744,1.609437912,7.036148494,1.756351989,3.134352436,17.55030421,14.77331706,1.951060932,0.563238924,1.142422593,2.865071284,2.692822652
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr1:206482221-223747846",1,2,4,965,4.828663544,18.78036694,17265625,926799,0.693147181,1.098612289,1.609437912,6.873163834,1.762787736,2.984689877,16.66422815,13.73949307,1.386294361,6.872128101,1.57456973,2.932812012,16.66422809,13.73949199,1.927473826,0.453982048,1.075961694,2.813264391,2.620274313
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr22:20700000-50364777",1,3,6,1399,7.73989732,28.72172218,29664777,2311153,0.693147181,1.386294361,1.945910149,7.244227516,2.167898441,3.391878165,17.20547097,14.65325752,1.791759469,7.243512975,2.046388421,3.357653707,17.20547094,14.65325709,1.980106306,0.716076494,1.211242429,2.845227411,2.684662638
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr2:162200000-234003741",1,2,4,1262,4.183113565,16.81618922,71803741,3470418,0.693147181,1.098612289,1.609437912,7.141245122,1.64540595,2.880107551,18.08944715,15.05978589,1.386294361,7.140453043,1.431055841,2.822342067,18.08944714,15.05978561,1.965776226,0.358412522,1.03756706,2.895328737,2.712027986
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr3:60000-66170270",1,2,4,1487,5.031386576,20.21384521,66110270,3709459,0.693147181,1.098612289,1.609437912,7.305188215,1.796976931,3.054654044,18.00683468,15.12639687,1.386294361,7.304515946,1.615695607,3.006367776,18.00683466,15.1263966,1.98849278,0.479765581,1.100732631,2.890751389,2.716441337
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr6:60000-58087659",0,2,4,1144,4.85553391,19.88498597,58027659,3053827,0,1.098612289,1.609437912,7.043159916,1.767387182,3.039030526,17.87643035,14.93190644,1.386294361,7.042286172,1.580119067,2.989964973,17.87643033,14.93190612,1.951932858,0.457500203,1.095261673,2.883483104,2.703500274
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:48135599-86500000",1,2,3,1131,3.219725443,12.23494051,38364401,1571541,0.693147181,1.098612289,1.386294361,7.031741259,1.439770065,2.582860341,17.46264056,14.26756786,1.098612289,7.030857476,1.16929609,2.504295835,17.46264053,14.26756722,1.950308672,0.156401935,0.918007591,2.860063772,2.657988935
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:87000000-142766515",1,2,4,1084,4.400547927,16.64948646,55766515,2843724,0.693147181,1.098612289,1.609437912,6.989335266,1.686500416,2.870706687,17.83668418,14.86062537,1.386294361,6.988413182,1.481729062,2.812379373,17.83668416,14.86062502,1.944253518,0.393209691,1.034030877,2.881257244,2.698715099
"ATAC_JV_adipose/samples/AD2/MSC80/problems/chrX:37148256-49242997",1,2,4,789,3.946029435,14.8759762,12094741,569664,0.693147181,1.098612289,1.609437912,6.672032945,1.59858512,2.764807036,16.30828137,13.25280375,1.386294361,6.670766321,1.372709867,2.699747576,16.30828129,13.25280199,1.897734744,0.316786791,0.993158278,2.791673033,2.584209001
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr10:51448845-125869472",2,4,7,1443,7.69092276,23.84930932,74420627,6495171,1.098612289,1.609437912,2.079441542,7.275172319,2.16227912,3.212829958,18.12524372,15.68656969,1.945910149,7.274479559,2.040040771,3.171755258,18.12524371,15.68656954,1.984372272,0.712969793,1.154285144,2.897305646,2.752804903
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr12:145739-7189876",3,6,9,1304,10.58371309,30.97766877,7044137,787815,1.386294361,1.945910149,2.302585093,7.17395832,2.449600068,3.465037808,15.76770634,13.57701984,2.197224577,7.173191742,2.359316319,3.433266583,15.7677062,13.57701857,1.970350708,0.858371882,1.233512164,2.757963937,2.608378552
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr12:66500000-109373470",2,4,6,1197,6.344838335,19.68913204,42873470,3238199,1.098612289,1.609437912,1.945910149,7.088408779,1.993997799,3.02960854,17.5737638,14.99052818,1.791759469,7.087573706,1.847641622,2.98006681,17.57376378,14.99052787,1.958343068,0.613910027,1.09194572,2.866407095,2.707418526
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr14:19050000-107289540",2,4,7,1584,7.336646973,24.39197182,88239540,7412396,1.098612289,1.609437912,2.079441542,7.368339686,2.120661094,3.234433054,18.29556573,15.81866443,1.945910149,7.367708572,1.992881923,3.194254055,18.29556572,15.81866429,1.997106745,0.689581793,1.161353588,2.90665872,2.761190527
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr16:46510000-88389383",3,5,8,1281,8.462955579,26.20044983,41879383,3962719,1.386294361,1.791759469,2.197224577,7.156176637,2.247384763,3.303233511,17.55030424,15.19244122,2.079441542,7.155396302,2.135698472,3.26577658,17.55030421,15.19244096,1.9678668,0.758793746,1.183497584,2.865071284,2.720797999
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr1:206482221-223747846",2,4,7,1127,7.320115084,21.52526596,17265625,1455073,1.098612289,1.609437912,2.079441542,7.028201432,2.118676087,3.114637611,16.66422815,14.19056732,1.945910149,7.027314514,1.99062605,3.069227406,16.66422809,14.19056663,1.949804629,0.688449187,1.121425871,2.813264391,2.652577422
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr22:20700000-50364777",3,6,9,1563,10.95234085,32.72868143,29664777,3398464,1.386294361,1.945910149,2.302585093,7.355001921,2.480927146,3.518348556,17.20547097,15.03883442,2.197224577,7.35436233,2.39355321,3.488251801,17.20547094,15.03883412,1.995293652,0.872778961,1.249400694,2.845227411,2.710635797
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr2:162200000-234003741",2,4,6,1383,6.661263067,20.23608624,71803741,5617495,1.098612289,1.609437912,1.945910149,7.232733136,2.036176861,3.055701916,18.08944715,15.54139657,1.791759469,7.232010332,1.896309116,3.007467458,18.08944714,15.54139639,1.978517052,0.639909427,1.101098349,2.895328737,2.743507199
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr3:60000-66170270",3,5,7,1694,7.738235754,23.80744078,66110270,5869761,1.386294361,1.791759469,2.079441542,7.43543802,2.16770831,3.211143639,18.00683468,15.58532465,1.945910149,7.434847875,2.046173723,3.169998169,18.00683466,15.58532448,2.006178119,0.715971572,1.15373101,2.890751389,2.746329733
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr6:60000-58087659",2,4,7,1277,7.365206254,23.36790313,58027659,4764817,1.098612289,1.609437912,2.079441542,7.153051635,2.124080991,3.193266821,17.87643035,15.3767699,1.945910149,7.152268856,1.996767054,3.15136342,17.87643033,15.37676969,1.967429629,0.6915294,1.147835191,2.883483104,2.732857909
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:48135599-86500000",2,4,6,1460,5.457136995,14.88177785,38364401,2680296,1.098612289,1.609437912,1.945910149,7.286876412,1.86518603,2.765172405,17.46264056,14.80143817,1.791759469,7.286191715,1.696924292,2.700137501,17.46264053,14.80143779,1.985981011,0.528817373,0.993302698,2.860063772,2.694724324
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:87000000-142766515",2,4,7,1287,6.758601699,19.24927269,55766515,4486490,1.098612289,1.609437912,2.079441542,7.160845907,2.048802124,3.008118876,17.83668418,15.31658144,1.945910149,7.160069208,1.910816019,2.957473278,17.83668416,15.31658122,1.968519647,0.647530386,1.084335281,2.881257244,2.728935981
"ATAC_JV_adipose/samples/AD2/MSC83/problems/chrX:37148256-49242997",2,4,7,974,6.426858665,17.94152288,12094741,952247,1.098612289,1.609437912,2.079441542,6.882437471,2.005102979,2.94135649,16.30828137,13.76658078,1.945910149,6.881411304,1.860485875,2.88711774,16.30828129,13.76657973,1.928823762,0.620837677,1.060258683,2.791673033,2.622243897
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr10:51448845-125869472",0,2,3,993,3.497774656,13.98500228,74420627,3122071,0,1.098612289,1.386294361,6.901737207,1.503582754,2.707049853,18.12524372,14.95400744,1.098612289,6.900730664,1.252126954,2.63798549,18.12524371,14.95400712,1.931627299,0.224843668,0.970015554,2.897305646,2.704979299
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr12:145739-7189876",1,2,4,917,5.021042322,18.60406512,7044137,398961,0.693147181,1.098612289,1.609437912,6.822197391,1.795260388,2.975736949,15.76770634,12.89662145,1.386294361,6.821107472,1.613637546,2.923380112,15.7677062,12.89661895,1.920021845,0.478490976,1.072740519,2.757963937,2.55696518
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr12:66500000-109373470",0,1,3,840,2.722402525,11.0849964,42873470,1457810,0,0.693147181,1.386294361,6.73459166,1.3143693,2.491964716,17.5737638,14.19244655,1.098612289,6.733401892,1.001514772,2.405592518,17.57376378,14.19244587,1.907080498,0.001513626,0.877796243,2.866407095,2.652709842
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr14:19050000-107289540",0,2,3,1243,3.340462473,14.50709118,88239540,3541309,0,1.098612289,1.386294361,7.126087273,1.467980903,2.741297415,18.29556573,15.08000727,1.098612289,7.125283092,1.206109262,2.674637577,18.29556572,15.08000699,1.963649458,0.187399693,0.983813886,2.90665872,2.713369826
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr16:46510000-88389383",1,2,4,899,4.095751124,15.9109972,41879383,2012216,0.693147181,1.098612289,1.609437912,6.802394763,1.62840708,2.827964132,17.55030424,14.51474766,1.386294361,6.801283034,1.409950125,2.767010518,17.55030421,14.51474716,1.917111276,0.343554332,1.017767502,2.865071284,2.675165178
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr1:206482221-223747846",0,2,3,659,3.242463334,11.75314913,17265625,686694,0,1.098612289,1.386294361,6.492239835,1.445144076,2.545778232,16.66422815,13.43964551,1.098612289,6.490723535,1.176333329,2.464121216,16.66422809,13.43964406,1.870374009,0.162402252,0.901835239,2.813264391,2.598208851
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr22:20700000-50364777",1,2,5,1162,5.388147364,19.81417432,29664777,1797172,0.693147181,1.098612289,1.791759469,7.058758153,1.854444299,3.035634212,17.20547097,14.40172543,1.609437912,7.057897937,1.684201609,2.986397556,17.20547094,14.40172488,1.954147265,0.521291629,1.09406783,2.845227411,2.667347982
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr2:162200000-234003741",0,1,3,1047,2.909024587,11.43272437,71803741,2600734,0,0.693147181,1.386294361,6.954638865,1.363287877,2.520332059,18.08944715,14.77130466,1.098612289,6.953684211,1.067817831,2.436479802,18.08944714,14.77130427,1.939271621,0.065617156,0.890554294,2.895328737,2.692686398
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr3:60000-66170270",0,2,3,1087,3.540102982,14.11238426,66110270,2818291,0,1.098612289,1.386294361,6.992096427,1.512949695,2.715514557,18.00683468,14.85164159,1.098612289,6.991176887,1.264155818,2.647052728,18.00683466,14.85164123,1.944648909,0.234404562,0.973446843,2.890751389,2.69811038
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr6:60000-58087659",0,1,3,942,3.385399435,13.29812738,58027659,2336130,0,0.693147181,1.386294361,6.849066283,1.478280713,2.660128576,17.87643035,14.6640067,1.098612289,6.848005275,1.219471901,2.587623226,17.87643033,14.66400627,1.923957409,0.198417897,0.950739781,2.883483104,2.685395938
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr8:48135599-86500000",0,1,3,1083,2.342965866,8.713334416,38364401,1194679,0,0.693147181,1.386294361,6.988413182,1.206858397,2.273499624,17.46264056,13.99338893,1.098612289,6.987490247,0.851417591,2.164854544,17.46264053,13.99338809,1.944121443,-0.160852565,0.772353174,2.860063772,2.638584939
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chr8:87000000-142766515",0,2,3,801,3.05352323,11.09316666,55766515,2137885,0,1.098612289,1.386294361,6.687108608,1.399586436,2.492640555,17.83668418,14.57532805,1.098612289,6.685860947,1.116296081,2.406329303,17.83668416,14.57532758,1.89999499,0.110016135,0.878102476,2.881257244,2.679330207
"ATAC_JV_adipose/samples/AD2/MSC91/problems/chrX:37148256-49242997",0,1,3,788,2.9103493,10.89723678,12094741,446207,0,0.693147181,1.386294361,6.670766321,1.363626705,2.47630617,16.30828137,13.00854049,1.098612289,6.66949809,1.068273108,2.388509251,16.30828129,13.00853825,1.897544608,0.066043427,0.870669427,2.791673033,2.56560593
"ATAC_JV_adipose/samples/Ai/MSC77/problems/chr12:145739-7189876",1,3,6,1852,8.034467813,36.00303446,7044137,535191,0.693147181,1.386294361,1.945910149,7.524561226,2.20104702,3.610999922,15.76770634,13.19038084,1.791759469,7.524021415,2.083740763,3.583603225,15.7677062,13.19037897,2.018100758,0.734164722,1.276368782,2.757963937,2.579487698
"ATAC_JV_adipose/samples/Ai/MSC77/problems/chr14:19050000-107289540",1,2,4,2241,4.93662578,27.14557037,88239540,4492315,0.693147181,1.098612289,1.609437912,7.715123604,1.781140922,3.337389984,18.29556573,15.31787894,1.386294361,7.714677474,1.596682057,3.301213879,18.29556572,15.31787872,2.04312468,0.467927762,1.194290243,2.90665872,2.72902069
"ATAC_JV_adipose/samples/Ai/MSC77/problems/chr16:46510000-88389383",1,2,5,1762,6.101845125,28.84226066,41879383,2588089,0.693147181,1.098612289,1.791759469,7.474772182,1.960354627,3.395925532,17.55030424,14.76643071,1.609437912,7.474204806,1.808591205,3.361841695,17.55030421,14.76643032,2.011457733,0.592548202,1.212488947,2.865071284,2.692356383
"ATAC_JV_adipose/samples/Ai/MSC77/problems/chr1:206482221-223747846",1,2,4,1277,4.842762889,21.67716478,17265625,897025,0.693147181,1.098612289,1.609437912,7.153051635,1.765203782,3.121358462,16.66422815,13.70684013,1.386294361,7.152268856,1.577485403,3.076259392,16.66422809,13.70683901,1.967429629,0.455832062,1.123714376,2.813264391,2.617894906
"ATAC_JV_adipose/samples/Ai/MSC77/problems/chr3:60000-66170270",1,2,4,2125,5.337057117,26.26687608,66110270,3646981,0.693147181,1.098612289,1.609437912,7.661997559,1.846414484,3.305672635,18.00683468,15.10941053,1.386294361,7.661527081,1.674674399,3.268308681,18.00683466,15.10941026,2.036211322,0.515618758,1.184272628,2.890751389,2.715317746
"ATAC_JV_adipose/samples/Ai/MSC77/problems/chrX:37148256-49242997",1,2,4,1189,4.516543843,20.17413421,12094741,611438,0.693147181,1.098612289,1.609437912,7.081708586,1.707751549,3.052780352,16.30828137,13.32357047,1.386294361,7.080867897,1.507747065,3.004401299,16.30828129,13.32356884,1.957396484,0.410616527,1.100078313,2.791673033,2.58953456
"ATAC_JV_adipose/samples/Ai/MSC80/problems/chr12:145739-7189876",0,2,3,1138,4.950730089,23.02553596,7044137,359546,0,1.098612289,1.386294361,7.037905963,1.783513916,3.179117263,15.76770634,12.79260018,1.098612289,7.037027615,1.599535059,3.136603859,15.7677062,12.7925974,1.951185867,0.469712999,1.143140641,2.757963937,2.548866676
"ATAC_JV_adipose/samples/Ai/MSC80/problems/chr14:19050000-107289540",0,1,2,1210,2.967428457,16.62876218,88239540,2923651,0,0.693147181,1.098612289,7.099201744,1.378118141,2.869531783,18.29556573,14.88834408,0.693147181,7.098375639,1.087695738,2.811133857,18.29556572,14.88834374,1.959865975,0.084061457,1.03358791,2.90665872,2.700578607
"ATAC_JV_adipose/samples/Ai/MSC80/problems/chr16:46510000-88389383",0,1,3,1071,3.669969995,18.21485986,41879383,1684884,0,0.693147181,1.386294361,6.977281342,1.541152647,2.955683931,17.55030424,14.33720787,1.098612289,6.97634807,1.300183486,2.902237737,17.55030421,14.33720728,1.942525581,0.262505398,1.065482073,2.865071284,2.662858066
"ATAC_JV_adipose/samples/Ai/MSC80/problems/chr1:206482221-223747846",0,1,2,792,3.07154198,14.67127241,17265625,601632,0,0.693147181,1.098612289,6.675823222,1.404021793,2.751829253,16.66422815,13.3074029,0.693147181,6.674561392,1.122179709,2.685891324,16.66422809,13.30740124,1.898303493,0.115272963,0.988012637,2.813264391,2.588320365
"ATAC_JV_adipose/samples/Ai/MSC80/problems/chr3:60000-66170270",0,1,3,1412,3.183037038,16.19247353,66110270,2365859,0,0.693147181,1.386294361,7.253470383,1.431037547,2.844471702,18.00683468,14.67665215,1.098612289,7.252762418,1.157835784,2.784546537,18.00683466,14.67665173,1.981382419,0.146552559,1.024085037,2.890751389,2.686257913
"ATAC_JV_adipose/samples/Ai/MSC80/problems/chrX:37148256-49242997",0,1,2,660,2.560849794,11.50542528,12094741,378805,0,0.693147181,1.098612289,6.49375384,1.269999223,2.526162573,16.30828137,12.84477948,0.693147181,6.492239835,0.940339154,2.442818688,16.30828129,12.84477684,1.870607592,-0.061514666,0.893152572,2.791673033,2.552937257
"ATAC_JV_adipose/samples/Ai/MSC83/problems/chr12:145739-7189876",0,1,3,1021,3.950369506,17.95796592,7044137,308910,0,0.693147181,1.386294361,6.929516771,1.599462221,2.942224209,15.76770634,12.64080849,1.098612289,6.928537818,1.37380912,2.888033801,15.7677062,12.64080525,1.935648798,0.317587262,1.060575925,2.757963937,2.536930093
"ATAC_JV_adipose/samples/Ai/MSC83/problems/chr14:19050000-107289540",0,1,2,1196,2.547099962,14.05364043,88239540,2643920,0,0.693147181,1.098612289,7.087573706,1.266130358,2.711619851,18.29556573,14.7877736,0.693147181,7.086737935,0.934955442,2.642881468,18.29556572,14.78777322,1.958225141,-0.067256406,0.971869787,2.90665872,2.693800706
"ATAC_JV_adipose/samples/Ai/MSC83/problems/chr16:46510000-88389383",0,1,3,1062,3.072560596,14.55229032,41879383,1501646,0,0.693147181,1.386294361,6.968850378,1.404271941,2.744207915,17.55030424,14.22207306,1.098612289,6.967909202,1.122511284,2.677748392,17.55030421,14.2220724,1.941315209,0.115568393,0.984976289,2.865071284,2.654795152
"ATAC_JV_adipose/samples/Ai/MSC83/problems/chr1:206482221-223747846",0,1,2,643,2.421598929,10.75785935,17265625,511324,0,0.693147181,1.098612289,6.467698726,1.230107965,2.464521898,16.66422815,13.14476067,0.693147181,6.466144724,0.884428036,2.375636589,16.66422809,13.14475872,1.866580061,-0.12281413,0.865265439,2.813264391,2.576023103
"ATAC_JV_adipose/samples/Ai/MSC83/problems/chr3:60000-66170270",0,1,2,1089,2.671016349,13.05282388,66110270,2103281,0,0.693147181,1.098612289,6.993932975,1.300468558,2.642823363,18.00683468,14.55900954,0.693147181,6.993015123,0.982459055,2.569004499,18.00683466,14.55900906,1.944911811,-0.01769661,0.94351847,2.890751389,2.678209982
"ATAC_JV_adipose/samples/Ai/MSC83/problems/chrX:37148256-49242997",0,1,2,677,2.251714278,10.25445726,12094741,342804,0,0.693147181,1.098612289,6.519147288,1.179182327,2.420764251,16.30828137,12.74491705,0.693147181,6.517671273,0.811691828,2.327712466,16.30828129,12.74491413,1.874517145,-0.208634534,0.844886011,2.791673033,2.545132301
"ATAC_JV_adipose/samples/Ai/MSC91/problems/chr12:145739-7189876",0,1,3,1391,4.636011054,23.93070075,7044137,327908,0,0.693147181,1.386294361,7.238496841,1.729176555,3.216100006,15.76770634,12.70049141,1.098612289,7.237778192,1.53385431,3.175162185,15.7677062,12.70048836,1.97931428,0.427783724,1.155358713,2.757963937,2.541640446
"ATAC_JV_adipose/samples/Ai/MSC91/problems/chr14:19050000-107289540",0,1,2,1615,2.872562232,17.95129764,88239540,2763263,0,0.693147181,1.098612289,7.387709239,1.353916363,2.941872406,18.29556573,14.83192315,0.693147181,7.387090236,1.055204395,2.887662405,18.29556572,14.83192279,1.999733914,0.053734488,1.060447318,2.90665872,2.696781803
"ATAC_JV_adipose/samples/Ai/MSC91/problems/chr16:46510000-88389383",0,1,3,1303,3.722478528,19.64187353,41879383,1659943,0,0.693147181,1.386294361,7.173191742,1.552333774,3.027321708,17.55030424,14.32229442,1.098612289,7.172424577,1.314389717,2.977663692,17.55030421,14.32229382,1.970243753,0.273372465,1.091138997,2.865071284,2.661817332
"ATAC_JV_adipose/samples/Ai/MSC91/problems/chr1:206482221-223747846",0,1,2,788,2.719539548,13.03612367,17265625,543343,0,0.693147181,1.098612289,6.670766321,1.313599883,2.641634268,16.66422815,13.20549792,0.693147181,6.66949809,1.000462582,2.567724247,16.66422809,13.20549608,1.897544608,0.000462475,0.94302,2.813264391,2.580633112
"ATAC_JV_adipose/samples/Ai/MSC91/problems/chr3:60000-66170270",0,1,2,1279,3.086492568,16.98228624,66110270,2252586,0,0.693147181,1.098612289,7.154615357,1.407687039,2.889387175,18.00683468,14.62758989,0.693147181,7.153833802,1.127035355,2.832170815,18.00683466,14.62758945,1.967648409,0.119590605,1.04104349,2.890751389,2.682909434
"ATAC_JV_adipose/samples/Ai/MSC91/problems/chrX:37148256-49242997",0,1,2,925,2.530387546,13.35897292,12094741,358200,0,0.693147181,1.098612289,6.830874235,1.261407651,2.664375037,16.30828137,12.78884956,0.693147181,6.829793738,0.928372471,2.592188288,16.30828129,12.78884677,1.921294474,-0.074322257,0.952502418,2.791673033,2.548573445
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr10:51448845-125869472",0,1,2,919,2.42028321,12.44902859,74420627,2051342,0,0.693147181,1.098612289,6.82437367,1.229723358,2.59890688,18.12524372,14.53400526,0.693147181,6.823286122,0.883884562,2.521642595,18.12524371,14.53400477,1.920341192,-0.123428811,0.924910513,2.897305646,2.67649106
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr12:145739-7189876",0,1,3,688,3.865970381,16.53484104,7044137,292189,0,0.693147181,1.386294361,6.535241271,1.582266157,2.864189818,15.76770634,12.58515955,1.098612289,6.533788838,1.352212719,2.805469733,15.7677062,12.58515613,1.876986995,0.301742302,1.031570988,2.757963937,2.532518035
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr12:66500000-109373470",0,0,2,793,2.000479947,10.83312842,42873470,997384,0,0,1.098612289,6.677083461,1.098772258,2.470903091,17.5737638,13.81289213,0.693147181,6.675823222,0.693387125,2.382608885,17.57376378,13.81289113,1.898492526,-0.366166813,0.868196058,2.866407095,2.625602296
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr14:19050000-107289540",0,1,2,880,2.33115176,12.59711719,88239540,2334587,0,0.693147181,1.098612289,6.781057626,1.203318118,2.609857799,18.29556573,14.66334599,0.693147181,6.779921907,0.846362463,2.533467993,18.29556572,14.66334556,1.913965584,-0.166807568,0.929589112,2.90665872,2.685350881
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr16:46510000-88389383",0,1,2,1036,2.744618683,13.72863512,41879383,1291595,0,0.693147181,1.098612289,6.944087208,1.320319791,2.689793566,17.55030424,14.07138922,0.693147181,6.943122423,1.009642152,2.619483806,17.55030421,14.07138845,1.93775159,0.009595963,0.962977278,2.865071284,2.644143548
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr1:206482221-223747846",0,1,2,711,2.5475467,12.33958321,17265625,497891,0,0.693147181,1.098612289,6.568077911,1.266256294,2.590735796,16.66422815,13.11813847,0.693147181,6.56667243,0.935130818,2.512812242,16.66422809,13.11813646,1.882007225,-0.067068847,0.921402541,2.813264391,2.573995735
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr22:20700000-50364777",0,1,3,867,3.860887982,16.4987295,29664777,1249934,0,0.693147181,1.386294361,6.766191715,1.581221134,2.862128278,17.20547097,14.03860211,1.098612289,6.765038977,1.350897204,2.803283378,17.20547094,14.03860131,1.911768023,0.300768967,1.030791365,2.845227411,2.641810772
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr2:162200000-234003741",0,0,2,712,2.15406299,11.30354777,71803741,1791488,0,0,1.098612289,6.56948142,1.14869146,2.509887657,18.08944715,14.39855768,0.693147181,6.568077911,0.767355821,2.425116639,18.08944714,14.39855712,1.882221234,-0.264804672,0.885879622,2.895328737,2.667128001
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr3:60000-66170270",0,1,2,956,2.415504611,12.31891419,66110270,1835697,0,0.693147181,1.098612289,6.863803391,1.228325245,2.589185145,18.00683468,14.42293535,0.693147181,6.862757913,0.881908214,2.51113582,18.00683466,14.4229348,1.926109389,-0.125667294,0.920735169,2.890751389,2.668819634
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr6:60000-58087659",0,0,2,742,2.367779786,11.94370366,58027659,1555409,0,0,1.098612289,6.610696045,1.21425371,2.560609466,17.87643035,14.25724973,0.693147181,6.609349243,0.861952717,2.480204249,17.87643033,14.25724909,1.888485199,-0.148554863,0.908340915,2.883483104,2.657265486
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr8:48135599-86500000",0,0,1,789,1.457600342,7.944546883,38364401,707963,0,0,0.693147181,6.672032945,0.899185403,2.19104406,17.46264056,13.47014852,0,6.670766321,0.376791482,2.072485767,17.46264053,13.47014711,1.897734744,-0.976063343,0.72874874,2.860063772,2.600475912
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chr8:87000000-142766515",0,1,2,767,2.149068953,10.80320072,55766515,1402029,0,0.693147181,1.098612289,6.643789733,1.147106839,2.468370742,17.83668418,14.15343174,0.693147181,6.642486801,0.765034703,2.379842453,17.83668416,14.15343103,1.893486412,-0.267834083,0.867034289,2.881257244,2.64995707
"ATAC_JV_adipose/samples/ND2/MSC77/problems/chrX:37148256-49242997",0,0,2,504,1.881447234,9.282623139,12094741,276160,0,0,1.098612289,6.224558429,1.05829268,2.330455397,16.30828137,12.52873931,0.693147181,6.222576268,0.632041286,2.228144173,16.30828129,12.52873569,1.828184012,-0.458800561,0.801169029,2.791673033,2.528024861
"ATAC_JV_adipose/samples/ND2/MSC80/problems/chr10:51448845-125869472",0,0,2,1285,2.50429735,12.95523488,74420627,2126362,0,0,1.098612289,7.159291905,1.25399003,2.635854698,18.12524372,14.56992357,0.693147181,7.158513997,0.918008196,2.561499944,18.12524371,14.5699231,1.968302417,-0.08554896,0.940593003,2.897305646,2.678959342
