sequenceID,labelStart,labelEnd,annotation,max.changes,min.changes,color,possible.fn,possible.fp
7_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
2_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
257_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
275_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
282_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
488_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
50_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
145_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
235_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
150_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
211_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
128_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
215_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
46_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
400_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
77_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
258_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
4_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
331_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
27_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
119_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
123_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
102_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
131_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
172_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
28_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
599_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
216_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
316_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
441_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
474_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
591_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
202_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
482_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
419_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
508_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
495_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
479_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
30_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
217_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
136_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
6_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
175_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
124_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
325_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
213_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
333_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
393_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
148_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
402_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
521_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
590_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
342_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
195_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
326_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
550_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
363_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
473_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
313_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
561_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
553_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
84_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
180_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
52_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
388_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
185_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
224_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
487_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
493_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
547_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
294_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
394_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
375_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
380_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
548_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
297_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
588_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
410_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
227_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
192_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
362_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
317_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
351_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
60_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
349_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
420_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
17_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
89_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
546_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
544_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
183_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
522_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
545_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
254_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
412_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
190_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
513_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
385_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
309_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
475_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
491_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
86_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
16_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
158_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
492_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
283_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
70_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
458_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
455_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
459_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
460_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
449_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
242_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
438_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
425_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
62_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
445_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
193_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
99_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
48_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
286_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
197_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
187_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
444_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
265_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
302_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
295_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
389_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
269_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
230_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
96_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
11_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
87_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
63_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
109_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
276_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
499_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
318_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
433_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
454_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
328_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
603_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
417_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
311_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
56_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
307_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
387_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
108_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
207_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
253_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
164_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
421_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
153_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
167_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
22_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
67_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
382_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
367_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
126_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
345_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
55_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
36_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
31_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
80_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
376_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
160_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
231_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
23_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
279_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
281_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
271_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
334_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
381_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
490_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
98_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
377_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
501_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
407_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
472_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
361_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
511_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
569_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
570_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
564_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
584_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
510_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
566_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
405_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
237_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
125_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
105_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
568_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
578_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
484_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
565_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
340_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
601_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
225_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
344_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
512_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
575_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
486_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
306_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
437_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
450_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
434_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
200_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
288_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
469_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
272_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
463_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
439_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
335_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
453_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
494_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
581_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
585_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
580_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
577_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
386_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
563_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
343_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
398_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
579_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
392_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
416_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
480_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
354_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
347_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
573_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
157_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
422_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
571_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
341_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
582_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
357_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
589_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
489_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
506_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
452_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
406_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
350_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
33_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
75_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
64_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
496_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
587_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
586_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
457_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
464_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
88_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
1_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
273_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
431_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
61_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
159_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
470_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
516_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
505_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
111_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
53_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
47_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
129_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
69_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
120_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
256_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
42_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
403_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
383_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
509_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
236_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
572_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
409_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
337_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
348_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
583_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
395_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
423_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
196_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
218_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
205_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
166_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
468_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
353_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
576_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
602_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
476_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
574_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
567_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
424_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
507_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
519_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
206_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
154_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
141_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
72_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
54_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
127_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
212_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
327_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
440_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
324_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
429_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
9_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
261_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
252_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
336_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
446_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
244_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
371_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
144_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
378_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
51_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
13_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
45_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
32_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
74_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
21_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
78_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
142_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
93_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
19_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
223_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
255_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
321_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
278_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
246_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
448_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
373_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
427_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
163_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
447_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
177_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
442_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
428_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
456_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
443_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
430_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
171_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
240_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
263_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
241_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
259_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
432_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
221_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
176_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
285_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
266_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
471_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
465_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
322_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
435_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
365_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
466_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
462_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
243_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
315_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
37_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
558_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
552_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
408_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
556_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
414_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
539_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
532_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
296_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
399_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
346_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
554_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
401_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
540_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
359_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
597_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
358_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
525_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
530_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
170_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
186_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
542_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
391_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
528_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
478_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
178_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
165_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
251_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
319_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
451_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
529_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
411_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
531_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
229_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
560_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
527_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
523_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
477_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
418_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
413_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
535_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
557_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
596_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
481_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
541_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
534_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
537_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
397_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
526_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
536_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
122_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
559_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
338_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
551_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
543_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
524_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
390_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
308_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
355_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
415_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
515_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
284_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
143_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
134_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
262_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
25_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
118_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
49_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
140_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
97_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
239_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
85_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
169_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
498_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
26_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
137_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
360_chr1,0,125000000,breakpoint,Inf,1,#a445ee,1,0
130_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
139_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
95_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
132_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
34_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
43_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
203_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
152_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
156_chr1,0,125000000,normal,0,0,#f6f4bf,0,1
